location_id,pm2_5,pm10,no2,so2,o3,co,aqi
5624.0,5.44,6.75,11.16,6.23,27.35,198.66,1
5625.0,24.99,62.41,8.37,4.07,57.73,214.24,3
5626.0,14.19,29.8,6.9,1.33,64.57,179.12,2
5627.0,15.19,30.36,8.02,1.73,65.07,194.46,2
5628.0,33.09,38.81,2.7,2.82,84.87,202.67,3
5630.0,14.19,29.8,6.9,1.33,64.57,179.12,2
5631.0,4.84,6.98,3.7,1.93,48.98,118.65,1
5632.0,9.04,10.91,4.84,1.04,33.44,218.29,1
5633.0,6.43,14.28,6.42,0.77,54.01,157.08,1
5634.0,15.19,30.36,8.02,1.73,65.07,194.46,2
5635.0,6.2,13.26,6.09,0.91,55.52,153.43,1
5636.0,5.91,11.23,1.26,0.47,69.11,118.06,2
5638.0,6.87,25.2,3.03,0.65,49.23,118.13,2
5639.0,15.48,30.95,7.1,1.83,67.35,183.53,2
5641.0,14.33,30.1,8.64,1.49,61.21,198.46,2
5642.0,7.99,8.78,10.77,3.52,19.82,194.31,1
5644.0,6.02,9.71,12.9,2.82,22.92,227.48,1
5645.0,5.44,6.75,11.16,6.23,27.35,198.66,1
5646.0,1.49,3.99,0.68,0.5,40.64,70.65,1
5647.0,6.1,7.33,11.39,7.96,28.22,189.75,1
5648.0,18.52,22.6,13.28,4.16,16.2,434.44,2
5649.0,1.2,1.88,3.44,0.98,52.59,126.68,1
5650.0,15.48,30.95,7.1,1.83,67.35,183.53,2
5652.0,36.74,43.42,12.41,3.5,7.32,507.58,3
5655.0,28.91,34.82,20.12,16.21,36.75,246.94,3
5657.0,15.3,21.46,6.11,2.21,66.71,251.1,2
5659.0,15.3,21.46,6.11,2.21,66.71,251.1,2
5661.0,1.58,2.23,1.53,0.52,31.56,86.78,1
5662.0,10.59,17.08,3.8,1.57,68.01,179.31,2
5664.0,10.47,12.46,2.76,1.57,67.9,150.21,2
5665.0,14.33,30.1,8.64,1.49,61.21,198.46,2
5667.0,7.24,10.46,2.83,1.03,55.37,147.21,1
5742.0,14.33,30.1,8.64,1.49,61.21,198.46,2
5743.0,14.19,29.8,6.9,1.33,64.57,179.12,2
5744.0,15.19,30.36,8.02,1.73,65.07,194.46,2
5745.0,12.41,13.59,3.04,1.51,62.31,270.83,2
5753.0,14.33,30.1,8.64,1.49,61.21,198.46,2
5754.0,15.19,30.36,8.02,1.73,65.07,194.46,2
5755.0,14.33,30.1,8.64,1.49,61.21,198.46,2
5759.0,14.33,30.1,8.64,1.49,61.21,198.46,2
5760.0,15.77,31.53,6.2,1.94,69.61,172.66,2
5761.0,14.19,29.8,6.9,1.33,64.57,179.12,2
5762.0,14.19,29.8,6.9,1.33,64.57,179.12,2
5763.0,14.72,32.85,7.27,1.39,65.58,182.36,2
5765.0,15.19,30.36,8.02,1.73,65.07,194.46,2
5766.0,15.19,30.36,8.02,1.73,65.07,194.46,2
6310.0,8.85,9.57,1.1,0.42,76.61,218.79,2
6314.0,15.77,31.53,6.2,1.94,69.61,172.66,2
6338.0,6.23,6.51,0.32,0.09,68.86,141.54,2
6356.0,14.19,29.8,6.9,1.33,64.57,179.12,2
6357.0,14.19,29.8,6.9,1.33,64.57,179.12,2
6358.0,14.33,30.1,8.64,1.49,61.21,198.46,2
6359.0,14.33,30.1,8.64,1.49,61.21,198.46,2
6442.0,33.21,73.93,6.98,5.97,62.57,211.14,3
6443.0,10.37,14.3,6.39,1.58,27.08,299.98,2
6920.0,5.86,7.62,4.52,1.26,38.96,152.55,1
6923.0,26.73,64.78,16.52,7.19,61.81,350.59,3
6924.0,14.33,30.1,8.64,1.49,61.21,198.46,2
6927.0,1.67,3.78,0.14,0.27,32.48,76.14,1
6928.0,1.56,3.6,0.63,0.73,32.56,80.4,1
6929.0,14.33,30.1,8.64,1.49,61.21,198.46,2
6930.0,26.5,66.55,12.8,5.28,57.99,294.15,3
6931.0,15.48,30.95,7.1,1.83,67.35,183.53,2
6932.0,14.72,32.85,7.27,1.39,65.58,182.36,2
6933.0,6.84,9.22,2.47,1.95,71.8,135.54,2
6934.0,15.19,30.36,8.02,1.73,65.07,194.46,2
6935.0,11.9,31.1,3.68,0.96,75.32,137.97,2
6936.0,14.06,29.49,5.17,1.18,67.9,159.91,2
6937.0,5.34,9.26,3.57,1.26,49.98,122.8,1
6938.0,14.33,30.1,8.64,1.49,61.21,198.46,2
6939.0,17.21,55.16,4.31,4.25,78.44,152.14,3
6940.0,24.99,62.41,8.37,4.07,57.73,214.24,3
6941.0,5.21,6.48,11.22,1.73,25.01,220.09,1
6942.0,5.65,8.27,4.16,1.89,48.6,126.4,1
6943.0,1.39,2.89,0.25,0.37,33.21,77.22,1
6944.0,11.95,28.23,4.74,1.05,71.53,147.62,2
6945.0,1.44,3.21,0.16,0.28,32.86,76.94,1
6946.0,9.57,10.22,1.4,0.59,76.41,232.3,2
6947.0,16.55,31.41,6.93,2.64,73.03,180.83,2
6948.0,1.44,3.21,0.16,0.28,32.86,76.94,1
6949.0,16.12,32.04,7.34,2.81,69.88,188.22,2
6950.0,8.85,9.57,1.1,0.42,76.61,218.79,2
6951.0,15.25,35.91,7.64,1.45,66.59,185.6,2
6952.0,12.52,40.0,2.07,0.8,75.57,125.43,2
6953.0,17.48,33.57,7.22,2.7,71.33,185.41,2
6954.0,1.99,2.97,5.87,1.2,33.84,146.58,1
6955.0,1.21,1.52,5.22,0.53,31.43,132.25,1
6956.0,1.44,3.21,0.16,0.28,32.86,76.94,1
6957.0,15.19,30.36,8.02,1.73,65.07,194.46,2
6958.0,15.76,40.81,7.54,1.28,65.21,182.97,2
6959.0,1.44,3.21,0.16,0.28,32.86,76.94,1
6960.0,14.33,30.1,8.64,1.49,61.21,198.46,2
6961.0,6.52,8.13,3.39,0.68,29.7,222.68,1
6962.0,9.31,12.68,7.46,10.48,37.53,127.83,1
6963.0,12.53,31.38,4.33,1.0,74.63,143.29,2
6964.0,21.97,58.14,7.89,2.29,62.43,206.89,3
6965.0,1.56,3.6,0.63,0.73,32.56,80.4,1
6966.0,1.23,4.21,0.28,0.35,31.21,73.34,1
6967.0,1.44,3.21,0.16,0.28,32.86,76.94,1
6968.0,2.86,7.33,2.72,3.05,31.13,105.82,1
6969.0,12.36,37.37,3.03,0.84,75.78,131.91,2
6970.0,13.47,30.12,7.02,3.11,70.67,187.46,2
6971.0,15.89,48.32,5.61,1.16,71.84,163.8,2
6972.0,16.06,30.62,7.4,1.97,68.93,190.46,2
6973.0,6.02,9.71,12.9,2.82,22.92,227.48,1
6974.0,6.02,9.71,12.9,2.82,22.92,227.48,1
6975.0,4.63,7.31,9.93,2.2,28.84,195.86,1
6976.0,17.72,40.41,11.24,2.47,60.15,244.55,2
6978.0,14.9,29.78,8.94,1.63,62.78,205.46,2
6979.0,15.19,34.36,8.87,1.6,63.27,201.97,2
6980.0,15.19,30.36,8.02,1.73,65.07,194.46,2
6981.0,8.85,9.57,1.1,0.42,76.61,218.79,2
6982.0,0.97,1.5,0.87,0.18,29.78,86.65,1
6983.0,6.02,9.71,12.9,2.82,22.92,227.48,1
6984.0,1.93,3.13,5.64,1.12,27.19,144.89,1
6985.0,15.13,31.61,8.62,1.68,62.02,208.18,2
6986.0,14.9,29.78,8.94,1.63,62.78,205.46,2
6987.0,1.44,3.21,0.16,0.28,32.86,76.94,1
6988.0,15.19,30.36,8.02,1.73,65.07,194.46,2
7005.0,14.33,30.1,8.64,1.49,61.21,198.46,2
7044.0,15.48,30.95,7.1,1.83,67.35,183.53,2
7140.0,16.69,21.96,6.07,2.79,69.48,271.04,2
7153.0,1.25,2.92,0.63,0.17,27.99,125.45,1
7280.0,16.92,30.89,6.77,2.22,72.79,186.46,2
7281.0,16.92,30.89,6.77,2.22,72.79,186.46,2
7282.0,18.01,52.3,9.24,1.46,59.97,211.65,3
7283.0,13.49,30.05,5.53,1.14,68.5,159.18,2
7289.0,2.15,4.14,2.59,1.43,31.27,109.09,1
7292.0,8.01,11.58,7.22,2.37,45.88,171.42,1
7299.0,9.15,11.27,3.67,0.87,29.91,266.71,1
7434.0,14.33,30.1,8.64,1.49,61.21,198.46,2
7494.0,19.42,21.86,13.87,3.12,9.86,298.81,2
7495.0,36.74,43.42,12.41,3.5,7.32,507.58,3
7583.0,3.77,5.51,12.53,5.9,22.27,208.88,1
7641.0,2.37,2.38,0.16,0.01,27.69,143.31,1
7646.0,3.22,3.32,1.25,0.18,45.93,205.63,1
7647.0,3.22,3.32,1.25,0.18,45.93,205.63,1
7672.0,7.91,8.09,0.38,0.22,62.62,299.63,2
7720.0,20.35,48.49,12.48,3.21,61.71,269.74,2
7752.0,1.71,3.65,1.19,1.28,32.41,83.8,1
7777.0,1.21,1.52,5.22,0.53,31.43,132.25,1
7833.0,17.72,40.41,11.24,2.47,60.15,244.55,2
7850.0,1.44,3.21,0.16,0.28,32.86,76.94,1
7880.0,1.9,2.86,5.12,1.43,21.83,150.09,1
7901.0,1.11,3.39,0.34,0.33,32.41,74.74,1
7979.0,10.1,11.83,3.43,0.85,40.8,209.65,2
8035.0,0.86,1.35,5.59,0.66,21.28,122.79,1
8039.0,1.44,3.21,0.16,0.28,32.86,76.94,1
8088.0,38.11,87.06,3.68,4.06,95.18,205.48,3
8092.0,14.33,30.1,8.64,1.49,61.21,198.46,2
8118.0,14.33,30.1,8.64,1.49,61.21,198.46,2
8153.0,2.13,4.21,2.14,0.94,32.66,98.12,1
8171.0,14.2,19.8,11.11,16.3,38.35,175.94,2
8172.0,8.85,9.57,1.1,0.42,76.61,218.79,2
8190.0,1.49,3.99,0.68,0.5,40.64,70.65,1
8235.0,14.19,29.8,6.9,1.33,64.57,179.12,2
8239.0,15.19,30.36,8.02,1.73,65.07,194.46,2
8245.0,7.33,8.85,3.86,0.74,34.24,260.82,1
8319.0,15.09,32.33,10.0,1.74,58.59,219.34,2
8365.0,15.19,30.36,8.02,1.73,65.07,194.46,2
8415.0,2.53,4.12,2.6,0.75,37.63,183.0,1
8472.0,14.19,29.8,6.9,1.33,64.57,179.12,2
8475.0,14.33,30.1,8.64,1.49,61.21,198.46,2
8556.0,11.96,29.7,1.3,0.27,106.65,149.99,3
8557.0,5.5,6.86,13.3,10.88,26.32,179.49,1
8558.0,28.91,34.82,20.12,16.21,36.75,246.94,3
8634.0,36.19,72.58,5.95,3.19,96.96,270.35,3
8664.0,25.29,63.52,4.97,2.02,67.67,222.1,3
8895.0,4.33,4.48,0.41,0.03,37.61,198.01,1
8914.0,2.69,5.2,4.81,1.8,32.1,118.22,1
8915.0,14.19,29.8,6.9,1.33,64.57,179.12,2
8916.0,1.16,3.87,0.26,0.32,31.13,72.72,1
8917.0,14.19,29.8,6.9,1.33,64.57,179.12,2
8933.0,7.91,8.09,0.38,0.22,62.62,299.63,2
8938.0,2.37,2.38,0.16,0.01,27.69,143.31,1
8939.0,2.37,2.38,0.16,0.01,27.69,143.31,1
8971.0,7.91,8.09,0.38,0.22,62.62,299.63,2
8975.0,5.52,5.59,0.31,0.01,17.52,189.32,1
8976.0,5.52,5.59,0.31,0.01,17.52,189.32,1
9149.0,2.6,2.82,0.92,0.12,45.32,96.69,1
9552.0,4.97,5.12,0.5,0.04,36.84,205.43,1
9708.0,6.23,6.51,0.32,0.09,68.86,141.54,2
9709.0,6.23,6.51,0.32,0.09,68.86,141.54,2
9922.0,4.97,5.12,0.5,0.04,36.84,205.43,1
9985.0,4.97,5.12,0.5,0.04,36.84,205.43,1
10091.0,38.5,145.76,0.06,0.38,80.61,66.34,4
10202.0,4.06,4.24,0.45,0.03,31.13,192.0,1
10203.0,4.06,4.24,0.45,0.03,31.13,192.0,1
10306.0,4.97,5.12,0.5,0.04,36.84,205.43,1
10438.0,4.97,5.12,0.5,0.04,36.84,205.43,1
10482.0,11.73,29.83,1.14,0.26,108.94,139.94,3
10484.0,15.48,30.95,7.1,1.83,67.35,183.53,2
10485.0,14.72,32.85,7.27,1.39,65.58,182.36,2
10486.0,14.19,29.8,6.9,1.33,64.57,179.12,2
10487.0,14.33,30.1,8.64,1.49,61.21,198.46,2
10488.0,15.77,31.53,6.2,1.94,69.61,172.66,2
10489.0,14.33,30.1,8.64,1.49,61.21,198.46,2
10537.0,1.16,1.58,4.26,0.36,17.86,116.61,1
10545.0,7.15,16.6,2.81,0.74,60.11,124.69,2
10599.0,36.74,43.42,12.41,3.5,7.32,507.58,3
10609.0,2.15,4.14,2.59,1.43,31.27,109.09,1
10630.0,33.54,41.48,8.64,3.13,8.64,534.28,3
10633.0,8.85,9.57,1.1,0.42,76.61,218.79,2
10645.0,41.1,51.78,10.19,3.93,9.25,641.63,3
10670.0,43.03,51.84,12.35,3.88,8.43,601.78,3
10695.0,18.22,51.96,6.52,1.66,67.36,181.58,3
10697.0,36.74,43.42,12.41,3.5,7.32,507.58,3
10725.0,12.54,27.23,6.63,2.06,67.18,174.95,2
10747.0,1.45,3.03,0.28,0.26,33.45,71.92,1
10780.0,28.91,34.82,20.12,16.21,36.75,246.94,3
10820.0,15.19,30.36,8.02,1.73,65.07,194.46,2
10823.0,51.53,65.89,14.07,6.37,3.12,967.32,4
10825.0,15.48,30.95,7.1,1.83,67.35,183.53,2
10831.0,14.19,29.8,6.9,1.33,64.57,179.12,2
10844.0,9.57,10.22,1.4,0.59,76.41,232.3,2
10851.0,8.11,9.0,0.9,0.35,76.65,211.12,2
10895.0,4.97,6.94,10.78,1.23,28.41,212.89,1
10896.0,8.01,11.58,7.22,2.37,45.88,171.42,1
10897.0,5.44,6.75,11.16,6.23,27.35,198.66,1
10898.0,1.25,2.75,0.34,0.28,34.16,74.44,1
10900.0,15.48,30.95,7.1,1.83,67.35,183.53,2
10901.0,4.12,6.37,4.36,0.65,5.06,187.92,1
10902.0,1.51,2.99,3.81,0.61,24.21,109.74,1
10903.0,5.21,6.48,11.22,1.73,25.01,220.09,1
10904.0,8.85,9.57,1.1,0.42,76.61,218.79,2
10905.0,15.89,48.32,5.61,1.16,71.84,163.8,2
10906.0,15.25,35.91,7.64,1.45,66.59,185.6,2
10907.0,14.76,22.99,4.49,6.29,68.62,142.76,2
10908.0,16.06,30.62,7.4,1.97,68.93,190.46,2
10909.0,11.07,17.81,18.99,4.48,18.53,308.08,2
10910.0,19.39,52.03,10.66,2.84,62.03,241.3,3
10911.0,10.56,13.03,3.99,1.56,26.67,277.48,2
10912.0,14.76,22.99,4.49,6.29,68.62,142.76,2
10913.0,10.3,12.41,5.04,1.19,31.59,235.36,2
10914.0,27.68,65.86,7.42,3.46,61.81,216.16,3
10915.0,1.34,3.56,0.49,0.4,35.88,71.19,1
10916.0,1.16,3.87,0.26,0.32,31.13,72.72,1
10917.0,10.47,13.82,6.38,1.56,27.97,300.43,2
10918.0,8.85,9.57,1.1,0.42,76.61,218.79,2
10919.0,14.46,30.4,10.39,1.64,57.84,217.92,2
10920.0,16.06,30.62,7.4,1.97,68.93,190.46,2
10921.0,15.48,30.95,7.1,1.83,67.35,183.53,2
11577.0,1.63,3.2,4.81,0.73,21.91,119.23,1
11578.0,28.91,34.82,20.12,16.21,36.75,246.94,3
11579.0,28.91,34.82,20.12,16.21,36.75,246.94,3
11580.0,2.0,4.96,1.25,0.98,37.23,84.77,1
11581.0,28.91,34.82,20.12,16.21,36.75,246.94,3
11582.0,1.25,2.71,0.27,0.28,31.27,76.39,1
11583.0,2.03,3.94,1.35,0.52,46.4,178.68,1
11602.0,1.44,3.21,0.16,0.28,32.86,76.94,1
11603.0,14.33,30.1,8.64,1.49,61.21,198.46,2
11604.0,1.44,3.21,0.16,0.28,32.86,76.94,1
11606.0,1.56,3.6,0.63,0.73,32.56,80.4,1
11607.0,15.19,30.36,8.02,1.73,65.07,194.46,2
11608.0,2.59,3.51,2.54,1.28,27.3,103.24,1
11609.0,1.58,2.23,1.53,0.52,31.56,86.78,1
11610.0,2.3,3.61,1.76,0.95,29.0,93.99,1
11611.0,1.44,3.21,0.16,0.28,32.86,76.94,1
11612.0,1.39,2.89,0.25,0.37,33.21,77.22,1
11613.0,1.58,2.23,1.53,0.52,31.56,86.78,1
12024.0,1.44,3.21,0.16,0.28,32.86,76.94,1
12039.0,1.44,3.21,0.16,0.28,32.86,76.94,1
12040.0,1.44,3.21,0.16,0.28,32.86,76.94,1
12041.0,0.88,1.53,4.89,0.39,17.67,120.62,1
12042.0,2.59,3.51,2.54,1.28,27.3,103.24,1
12043.0,1.52,2.21,7.95,4.87,24.87,137.16,1
12044.0,1.56,3.6,0.63,0.73,32.56,80.4,1
12045.0,10.59,17.08,3.8,1.57,68.01,179.31,2
12046.0,25.19,30.48,19.93,16.7,36.62,232.47,3
42240.0,5.21,6.48,11.22,1.73,25.01,220.09,1
44513.0,1.49,3.06,0.19,0.21,31.5,71.92,1
44514.0,5.81,6.49,6.44,1.64,38.9,187.53,1
44515.0,0.87,1.3,3.53,0.18,20.61,107.43,1
45008.0,14.4,19.9,14.78,8.09,37.45,249.9,2
60656.0,0.77,1.06,2.28,0.42,41.35,111.5,1
60657.0,1.4,2.37,5.44,0.8,16.94,127.42,1
60658.0,1.58,2.23,1.53,0.52,31.56,86.78,1
60659.0,9.28,11.57,6.32,1.88,54.83,180.03,1
60660.0,1.58,2.23,1.53,0.52,31.56,86.78,1
60661.0,1.44,3.21,0.16,0.28,32.86,76.94,1
220265.0,38.02,55.76,4.93,2.54,93.95,295.01,3
220353.0,1.34,2.79,0.16,0.19,31.3,71.9,1
223145.0,2.07,3.95,5.32,1.06,21.82,136.09,1
223146.0,22.2,26.64,13.38,2.81,27.83,488.15,2
227384.0,17.31,20.42,6.06,4.11,57.06,266.24,2
227386.0,13.52,18.77,5.01,1.8,68.43,230.53,2
227387.0,17.31,20.42,6.06,4.11,57.06,266.24,2
227533.0,5.5,8.76,3.86,1.58,49.29,124.6,1
227534.0,4.84,6.98,3.7,1.93,48.98,118.65,1
227535.0,11.65,20.28,3.75,0.72,66.56,156.64,2
227536.0,5.01,7.66,3.5,1.9,51.08,117.46,1
227931.0,11.62,20.55,3.82,0.71,65.39,150.18,2
228297.0,5.5,8.76,3.86,1.58,49.29,124.6,1
228298.0,5.01,7.66,3.5,1.9,51.08,117.46,1
228299.0,5.5,8.76,3.86,1.58,49.29,124.6,1
228300.0,5.01,7.66,3.5,1.9,51.08,117.46,1
228301.0,5.34,9.26,3.57,1.26,49.98,122.8,1
228303.0,5.01,7.66,3.5,1.9,51.08,117.46,1
228352.0,11.62,20.55,3.82,0.71,65.39,150.18,2
228397.0,23.34,25.44,4.56,2.08,39.75,302.8,2
228403.0,23.34,25.44,4.56,2.08,39.75,302.8,2
228840.0,40.68,46.96,21.48,6.33,26.98,779.98,3
229195.0,23.34,25.44,4.56,2.08,39.75,302.8,2
229252.0,10.59,17.08,3.8,1.57,68.01,179.31,2
229404.0,15.3,21.46,6.11,2.21,66.71,251.1,2
229473.0,1.54,2.44,4.53,0.89,31.87,133.86,1
229728.0,34.41,40.77,23.67,5.58,17.51,816.69,3
229729.0,12.34,21.43,3.43,0.77,62.82,156.12,2
229730.0,37.46,44.92,17.3,8.19,7.7,699.44,3
229731.0,40.15,48.43,20.85,6.61,9.54,874.53,3
229985.0,22.78,27.79,8.04,2.62,10.21,414.97,2
229987.0,51.53,65.89,14.07,6.37,3.12,967.32,4
233414.0,13.73,24.75,4.62,1.05,70.03,161.74,2
233415.0,27.68,65.86,7.42,3.46,61.81,216.16,3
233416.0,17.31,20.42,6.06,4.11,57.06,266.24,2
233470.0,36.19,72.58,5.95,3.19,96.96,270.35,3
234568.0,10.59,17.08,3.8,1.57,68.01,179.31,2
234997.0,11.76,20.42,3.31,0.61,64.4,148.95,2
236406.0,26.34,31.86,23.21,19.57,13.79,567.91,3
270697.0,32.19,62.84,12.3,6.24,73.88,301.42,3
270703.0,41.95,45.4,32.27,20.24,1.35,301.31,3
270704.0,25.48,30.71,14.52,10.0,15.69,418.49,3
270708.0,10.86,11.48,1.77,0.21,32.63,235.91,2
270720.0,49.24,54.54,24.15,18.42,0.02,727.02,3
270721.0,52.92,60.39,24.17,20.38,0.0,866.52,4
270722.0,48.78,54.62,29.6,16.38,4.65,390.87,3
270723.0,43.77,50.49,20.93,16.89,5.28,715.96,3
270724.0,19.42,21.86,13.87,3.12,9.86,298.81,2
270725.0,47.38,51.74,20.92,7.77,0.02,676.57,3
270726.0,43.12,48.07,20.32,3.38,8.15,759.79,3
270727.0,36.42,41.13,20.5,9.93,1.31,581.66,3
270728.0,37.13,44.32,13.6,5.0,3.24,661.36,3
270729.0,46.9,51.97,16.68,3.78,6.77,521.83,3
270730.0,17.24,20.47,7.19,2.02,8.47,334.16,2
270737.0,41.06,48.95,23.54,6.35,20.6,819.65,3
270771.0,32.19,62.84,12.3,6.24,73.88,301.42,3
270774.0,43.14,47.3,19.99,4.22,4.67,453.97,3
270775.0,44.02,48.66,20.01,8.49,0.02,687.77,3
270777.0,32.19,62.84,12.3,6.24,73.88,301.42,3
270877.0,32.19,62.84,12.3,6.24,73.88,301.42,3
278159.0,11.76,20.42,3.31,0.61,64.4,148.95,2
278418.0,27.68,65.86,7.42,3.46,61.81,216.16,3
278671.0,12.36,17.67,3.97,1.3,69.05,158.3,2
301387.0,5.01,7.66,3.5,1.9,51.08,117.46,1
301388.0,15.19,34.36,8.87,1.6,63.27,201.97,2
301389.0,31.97,70.32,6.0,3.44,64.69,218.46,3
301390.0,2.03,3.94,1.35,0.52,46.4,178.68,1
301391.0,34.37,42.49,12.78,5.69,12.28,653.82,3
301670.0,1.07,1.55,5.9,0.62,29.04,132.2,1
304956.0,29.22,31.6,23.37,8.67,4.45,298.4,3
306252.0,21.03,25.91,10.84,4.39,15.87,437.19,2
307463.0,14.74,17.44,7.51,1.65,30.3,380.4,2
309803.0,1.18,2.01,2.12,0.32,25.99,96.31,1
313410.0,1.0,1.64,3.61,0.16,9.8,124.82,1
313411.0,4.97,6.94,10.78,1.23,28.41,212.89,1
313923.0,0.89,1.34,3.43,0.12,11.33,123.3,1
317035.0,42.66,79.52,18.48,14.64,62.15,412.61,3
323564.0,3.1,4.08,0.71,0.05,17.6,226.95,1
330021.0,12.34,21.43,3.43,0.77,62.82,156.12,2
344103.0,6.1,7.33,11.39,7.96,28.22,189.75,1
344104.0,6.1,7.33,11.39,7.96,28.22,189.75,1
344140.0,6.1,7.33,11.39,7.96,28.22,189.75,1
344142.0,6.1,7.33,11.39,7.96,28.22,189.75,1
344144.0,4.78,6.17,10.93,4.5,26.49,207.56,1
346257.0,5.44,6.75,11.16,6.23,27.35,198.66,1
346258.0,4.64,6.18,12.92,8.39,24.3,194.22,1
346438.0,19.16,33.61,9.88,3.91,53.17,296.51,2
346439.0,14.53,28.97,7.63,1.5,64.7,195.59,2
352465.0,5.5,6.86,13.3,10.88,26.32,179.49,1
352777.0,32.19,62.84,12.3,6.24,73.88,301.42,3
353715.0,32.19,62.84,12.3,6.24,73.88,301.42,3
358448.0,5.81,8.47,6.38,1.77,33.53,161.98,1
358450.0,3.06,5.6,3.85,1.54,31.88,119.24,1
358451.0,14.77,20.35,16.05,7.3,38.97,271.36,2
358452.0,2.9,6.49,2.24,1.05,38.9,99.5,1
358453.0,5.99,8.88,8.95,2.6,31.95,186.08,1
358454.0,5.34,8.06,10.2,2.44,33.4,202.46,1
358455.0,6.11,8.72,10.43,2.22,35.95,207.14,1
358456.0,1.71,2.34,3.38,0.48,33.77,120.84,1
358457.0,4.5,7.26,5.95,1.78,32.24,145.9,1
358467.0,19.16,33.61,9.88,3.91,53.17,296.51,2
358627.0,18.08,22.77,18.68,19.39,39.8,208.67,2
358665.0,0.76,1.48,0.47,0.27,33.54,82.39,1
361378.0,10.3,12.41,5.04,1.19,31.59,235.36,2
361411.0,4.38,5.21,9.24,0.87,26.28,200.58,1
363601.0,4.37,5.54,4.13,0.4,8.25,182.58,1
1236017.0,26.44,31.03,19.72,7.0,6.38,617.11,3
1236037.0,7.68,8.63,0.66,0.22,76.7,200.34,2
1285342.0,2.79,4.38,3.2,0.94,37.92,189.62,1
1285345.0,10.59,17.08,3.8,1.57,68.01,179.31,2
1894641.0,25.29,63.52,4.97,2.02,67.67,222.1,3
2498781.0,6.02,9.71,12.9,2.82,22.92,227.48,1
2655791.0,5.25,12.25,0.08,0.03,82.48,51.46,2
2689464.0,5.25,12.25,0.08,0.03,82.48,51.46,2
2812757.0,3.7,8.04,0.45,0.64,47.38,81.04,1
2848864.0,26.44,31.03,19.72,7.0,6.38,617.11,3
2860223.0,15.19,30.36,8.02,1.73,65.07,194.46,2
3024966.0,17.48,33.57,7.22,2.7,71.33,185.41,2
3174188.0,7.64,10.84,3.11,1.09,54.57,147.1,1
3174189.0,7.64,10.84,3.11,1.09,54.57,147.1,1
3174190.0,7.64,10.84,3.11,1.09,54.57,147.1,1
3194367.0,3.38,5.21,4.44,1.22,32.56,212.52,1
3292849.0,39.62,78.35,6.72,6.22,82.21,293.92,3
3409309.0,32.19,62.84,12.3,6.24,73.88,301.42,3
3409317.0,13.0,15.45,4.44,0.85,21.22,291.49,2
3409318.0,15.3,21.46,6.11,2.21,66.71,251.1,2
3409319.0,18.08,22.77,18.68,19.39,39.8,208.67,2
3409320.0,9.57,10.22,1.4,0.59,76.41,232.3,2
3409321.0,8.35,9.2,1.16,0.55,74.18,207.85,2
3409322.0,1.44,3.21,0.16,0.28,32.86,76.94,1
3409323.0,1.67,3.78,0.14,0.27,32.48,76.14,1
3409328.0,1.44,3.21,0.16,0.28,32.86,76.94,1
3409329.0,1.44,3.21,0.16,0.28,32.86,76.94,1
3409331.0,2.59,3.51,2.54,1.28,27.3,103.24,1
3409334.0,1.18,2.01,2.12,0.32,25.99,96.31,1
3409335.0,2.07,3.95,5.32,1.06,21.82,136.09,1
3409336.0,5.5,8.76,3.86,1.58,49.29,124.6,1
3409338.0,21.03,25.91,10.84,4.39,15.87,437.19,2
3409339.0,48.78,54.62,29.6,16.38,4.65,390.87,3
3409340.0,14.74,17.44,7.51,1.65,30.3,380.4,2
3409341.0,0.89,1.34,3.43,0.12,11.33,123.3,1
3409342.0,1.0,1.64,3.61,0.16,9.8,124.82,1
3409343.0,14.56,17.6,12.38,2.86,50.07,246.51,2
3409344.0,1.5,3.87,0.7,0.58,37.54,74.98,1
3409345.0,5.94,7.99,8.76,2.96,44.25,166.29,1
3409346.0,9.61,11.82,5.67,1.77,57.77,167.22,1
3409347.0,5.34,8.06,10.2,2.44,33.4,202.46,1
3409348.0,4.93,7.09,8.23,2.61,33.13,162.65,1
3409349.0,14.77,20.35,16.05,7.3,38.97,271.36,2
3409350.0,7.35,10.3,0.87,0.77,59.42,98.26,1
3409351.0,15.9,21.22,13.86,7.48,40.94,243.33,2
3409353.0,12.62,17.12,16.22,17.08,42.28,205.06,2
3409354.0,9.61,11.82,5.67,1.77,57.77,167.22,1
3409355.0,6.11,8.72,10.43,2.22,35.95,207.14,1
